Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,2598300,-,-,-,25.01,54.78,4,0,4,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Solar Zenith Angle,Surface Albedo,Precipitable Water,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Relative Humidity,Pressure,DHI,DNI,Fill Flag,GHI,Temperature,Wind Direction,Wind Speed
2011,1,1,0,30,177.61,0.01,1.9000000000000001,0,0,0,0,10.100000000000001,54.33,1020,0,0,0,0,19.6,101,2.1
2011,1,1,1,30,164.8,0.01,1.9000000000000001,0,0,0,0,10.200000000000001,55.63,1020,0,0,0,0,19.3,107,2.1
2011,1,1,2,30,151.21,0.01,2,0,0,0,0,10.200000000000001,56.74,1019,0,0,0,0,19,110,2
2011,1,1,3,30,137.68,0.01,2,0,0,0,0,10.3,57.61,1019,0,0,0,0,18.8,113,2
2011,1,1,4,30,124.31,0.01,1.2000000000000002,0,0,0,1,6,43.12,1017,0,0,0,0,18.8,235,2.1
2011,1,1,5,30,111.13,0.01,1.3,0,0,0,1,6.6000000000000005,44.99,1017,0,0,0,0,18.8,243,2.3000000000000003
2011,1,1,6,30,98.28,0.01,1.3,0,0,0,1,7.2,46.74,1018,0,0,0,0,18.8,248,2.4000000000000004
2011,1,1,7,30,85.75,0.01,1.4000000000000001,29,150,41,1,7.800000000000001,47.08,1019,29,150,0,41,19.400000000000002,250,2.6
2011,1,1,8,30,74.29,0.01,1.4000000000000001,78,549,227,0,8.6,45.81,1019,78,549,0,227,20.700000000000003,254,2.9000000000000004
2011,1,1,9,30,63.92,0.01,1.5,101,723,419,0,9.200000000000001,44.14,1019,101,723,0,419,22,265,3.1
2011,1,1,10,30,55.42,0.01,1.5,103,837,578,0,9.9,43.96,1019,103,837,0,578,22.8,275,3.2
