Year,Month,Day,Hour,Minute,Solar Zenith Angle,Surface Albedo,Precipitable Water,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Relative Humidity,Pressure,DHI,DNI,Fill Flag,GHI,Temperature,Wind Direction,Wind Speed
2018,1,1,0,30,177.61,0.01,2.3,0,0,0,0,15.6,68.88,1021,0,0,0,0,21.6,85,1.9
2018,1,1,1,30,164.82,0.01,2.3,0,0,0,0,15.2,68.05,1021,0,0,0,0,21.3,86,1.9
2018,1,1,2,30,151.24,0.01,2.3,0,0,0,0,14.8,67.17,1021,0,0,0,0,21.1,88,1.9
2018,1,1,3,30,137.71,0.01,2.2,0,0,0,0,14.4,66.85,1021,0,0,0,0,20.8,89,1.9
2018,1,1,4,30,124.34,0.01,1.2,0,0,0,0,13.7,67.08,1016,0,0,0,0,20,203,0.8
2018,1,1,5,30,111.15,0.01,1.2,0,0,0,0,13.5,67.9,1017,0,0,0,0,19.6,76,0.5
2018,1,1,6,30,98.3,0.01,1.2,0,0,0,0,13.5,69.67,1017,0,0,0,0,19.2,120,0.6
2018,1,1,7,30,85.77,0.01,1.2,28,182,41,0,13.6,68.57,1018,28,182,0,41,19.5,146,0.8
2018,1,1,8,30,74.3,0.01,1.2,72,583,230,0,13.6,64.96,1018,72,583,0,230,20.4,164,0.9
2018,1,1,9,30,63.92,0.01,1.2,94,750,423,0,13.3,59.16,1018,94,750,0,423,21.6,188,0.7
2018,1,1,10,30,55.41,0.01,1.2,105,833,578,0,12.2,51.5,1018,105,833,0,578,22.7,216,0.9
2018,1,1,11,30,49.76,0.01,1.1,112,876,678,0,11.5,47.08,1017,112,876,0,678,23.4,238,1.3
2018,1,1,12,30,48,0.01,1.1,113,887,707,0,11.2,45.53,1016,113,887,0,707,23.7,257,1.8
2018,1,1,13,30,50.55,0.01,1.2,111,866,662,0,11.5,45.95,1015,111,866,0,662,23.8,272,2.2
2018,1,1,14,30,56.81,0.01,1.2,104,820,553,0,11.9,47.46,1015,104,820,0,553,23.7,278,2.6
2018,1,1,15,30,65.74,0.01,1.2,91,726,389,0,12.3,50.19,1014,91,726,0,389,23.2,282,2.9
2018,1,1,16,30,76.37,0.01,1.2,68,528,192,0,12.8,54.86,1015,68,528,0,192,22.3,287,3
2018,1,1,17,30,87.91,0.01,1.2,15,68,18,0,13.7,62.34,1015,15,68,0,18,21.2,294,2.9
2018,1,1,18,30,100.67,0.01,1.2,0,0,0,0,14.6,68.39,1016,0,0,0,0,20.6,299,2.8
2018,1,1,19,30,113.59,0.01,1.2,0,0,0,0,14.9,71.41,1016,0,0,0,0,20.2,301,2.5
2018,1,1,20,30,126.82,0.01,1.1,0,0,0,0,14.7,71.4,1016,0,0,0,0,20,303,2.1
2018,1,1,21,30,140.25,0.01,1.1,0,0,0,0,14.2,69.29,1015,0,0,0,0,20,307,1.6
2018,1,1,22,30,153.8,0.01,1.1,0,0,0,0,13.5,66.39,1015,0,0,0,0,20,315,0.9
2018,1,1,23,30,167.37,0.01,1.1,0,0,0,0,12.9,64.23,1014,0,0,0,0,19.9,226,0.4
2018,1,2,0,30,177.6,0.01,1.1,0,0,0,0,12.7,64.6,1013,0,0,0,0,19.5,143,0.4
2018,1,2,1,30,164.94,0.01,1.1,0,0,0,0,12.6,65.67,1013,0,0,0,0,19.2,160,0.6
2018,1,2,2,30,151.36,0.01,1.1,0,0,0,0,12.7,67.5,1013,0,0,0,0,18.8,168,0.8
2018,1,2,3,30,137.82,0.01,1.1,0,0,0,0,12.8,69.96,1013,0,0,0,0,18.4,175,1
2018,1,2,4,30,124.42,0.01,1.1,0,0,0,0,13,71.64,1014,0,0,0,0,18.2,182,1.1
2018,1,2,5,30,111.23,0.01,1.2,0,0,0,0,13.1,72.42,1014,0,0,0,0,18.1,185,1.2
2018,1,2,6,30,98.37,0.01,1.2,0,0,0,0,13,72.3,1015,0,0,0,0,18.1,187,1.3
2018,1,2,7,30,85.82,0.01,1.2,29,113,38,0,13,69.27,1015,29,113,0,38,18.7,189,1.4
2018,1,2,8,30,74.33,0.01,1.2,88,490,220,0,12.9,64.11,1016,88,490,0,220,19.9,209,1.4
2018,1,2,9,30,63.94,0.01,1.2,118,665,410,0,12.9,59.83,1016,118,665,0,410,21,242,1.6
2018,1,2,10,30,55.4,0.01,1.2,125,784,570,0,12.9,56.15,1016,125,784,0,570,22,259,2
2018,1,2,11,30,49.71,0.01,1.2,135,821,666,0,12.4,51.98,1015,135,821,0,666,22.8,267,2.5
2018,1,2,12,30,47.91,0.01,1.3,141,822,692,0,12.4,50.46,1014,141,822,0,692,23.3,274,3.1
2018,1,2,13,30,50.43,0.01,1.3,137,808,652,0,12.7,51,1013,137,808,0,652,23.4,279,3.5
2018,1,2,14,30,56.68,0.01,1.3,131,748,542,0,13,52.51,1013,131,748,0,542,23.3,281,3.7
2018,1,2,15,30,65.6,0.01,1.4,116,632,377,0,13.5,54.91,1013,116,632,0,377,23,283,3.7
2018,1,2,16,30,76.24,0.01,1.4,84,418,183,0,13.9,59.3,1014,84,418,0,183,22.2,283,3.1
2018,1,2,17,30,87.79,0.01,1.4,15,29,17,0,14.5,65.78,1014,15,29,0,17,21.2,285,2.6
2018,1,2,18,30,100.53,0.01,1.4,0,0,0,0,15.2,70.68,1015,0,0,0,0,20.7,286,2.5
2018,1,2,19,30,113.46,0.01,1.4,0,0,0,0,15.5,72.99,1015,0,0,0,0,20.5,285,2.4
2018,1,2,20,30,126.69,0.01,1.4,0,0,0,0,15.6,73.9,1015,0,0,0,0,20.4,284,2.4
2018,1,2,21,30,140.13,0.01,1.4,0,0,0,0,15.6,74.49,1015,0,0,0,0,20.3,284,2.4
2018,1,2,22,30,153.68,0.01,1.5,0,0,0,0,15.6,74.96,1015,0,0,0,0,20.2,281,2.4
2018,1,2,23,30,167.24,0.01,1.6,0,0,0,0,15.6,75,1015,0,0,0,0,20.2,277,2.5
2018,1,3,0,30,177.57,0.01,1.8,0,0,0,0,15.7,75.62,1014,0,0,0,0,20.1,273,2.6
2018,1,3,1,30,165.02,0.01,1.9,0,0,0,0,15.7,76.84,1014,0,0,0,0,19.9,269,2.8
