Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,2598300,-,-,-,25.01,54.78,4,0,4,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Solar Zenith Angle,Surface Albedo,Precipitable Water,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Relative Humidity,Pressure,DHI,DNI,Fill Flag,GHI,Temperature,Wind Direction,Wind Speed
2005,1,1,0,30,177.62,0.01,1.8,0,0,0,2,12.4,63.96,1021,0,0,0,0,19.400000000000002,357,2.4000000000000004
2005,1,1,1,30,164.84,0.01,1.8,0,0,0,2,12.200000000000001,63.230000000000004,1020,0,0,0,0,19.400000000000002,182,2.3000000000000003
2005,1,1,2,30,151.26,0.01,1.8,0,0,0,3,12,62.4,1020,0,0,0,0,19.400000000000002,5,2.2
2005,1,1,3,30,137.73,0.01,1.9000000000000001,0,0,0,3,11.8,61.25,1020,0,0,0,0,19.5,10,2.1
2005,1,1,4,30,124.36,0.01,1.7000000000000002,0,0,0,2,15.100000000000001,79.58,1020,0,0,0,0,18.7,290,2.8000000000000003
2005,1,1,5,30,111.17,0.01,1.6,0,0,0,2,15,78.66,1021,0,0,0,0,18.8,290,2.5
2005,1,1,6,30,98.32000000000001,0.01,1.6,0,0,0,2,14.9,76.88,1021,0,0,0,0,19,288,2.2
2005,1,1,7,30,85.78,0.01,1.6,29,189,43,3,14.8,73.56,1022,31,0,7,31,19.700000000000003,283,2.1
2005,1,1,8,30,74.31,0.01,1.6,73,583,230,2,15,69.29,1022,156,61,0,172,20.8,279,2.2
2005,1,1,9,30,63.93,0.01,1.6,94,749,423,2,14.9,66.11,1022,256,93,0,297,21.5,279,2.5
2005,1,1,10,30,55.42,0.01,1.6,106,826,575,2,15.100000000000001,65.14,1022,322,180,0,424,21.900000000000002,281,2.9000000000000004
2005,1,1,11,30,49.76,0.01,1.7000000000000002,114,857,668,0,15.200000000000001,64.62,1021,114,857,0,668,22.200000000000003,285,3.3000000000000003
2005,1,1,12,30,48,0.01,1.7000000000000002,117,865,696,0,15.4,64.93,1020,117,865,0,696,22.3,287,3.7
