Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,2598300,-,-,-,25.01,54.78,4,0,4,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Solar Zenith Angle,Surface Albedo,Precipitable Water,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Relative Humidity,Pressure,DHI,DNI,Fill Flag,GHI,Temperature,Wind Direction,Wind Speed
2013,1,1,0,30,177.61,0.01,1.9000000000000001,0,0,0,0,11.3,65.74,1020,0,0,0,0,17.8,115,5.4
2013,1,1,1,30,164.84,0.01,1.9000000000000001,0,0,0,1,11.700000000000001,68.56,1019,0,0,0,0,17.6,118,5.300000000000001
2013,1,1,2,30,151.26,0.01,1.9000000000000001,0,0,0,0,12.100000000000001,71.33,1019,0,0,0,0,17.3,119,5
2013,1,1,3,30,137.73,0.01,1.9000000000000001,0,0,0,0,12.200000000000001,73.01,1019,0,0,0,0,17.1,119,4.7
2013,1,1,4,30,124.35000000000001,0.01,1.6,0,0,0,3,14.5,66.05,1017,0,0,0,0,21.1,203,1.6
2013,1,1,5,30,111.17,0.01,1.6,0,0,0,0,14.4,68.18,1018,0,0,0,0,20.5,72,1.8
2013,1,1,6,30,98.32000000000001,0.01,1.5,0,0,0,0,14.700000000000001,71.93,1018,0,0,0,0,19.900000000000002,99,2.4000000000000004
2013,1,1,7,30,85.78,0.01,1.5,31,105,39,0,15,72.81,1019,31,105,0,39,20,112,3.4000000000000004
2013,1,1,8,30,74.31,0.01,1.5,91,476,219,0,15.200000000000001,70.19,1020,91,476,0,219,20.8,113,4.1000000000000005
2013,1,1,9,30,63.93,0.01,1.5,120,658,409,0,15,64.76,1020,120,658,0,409,21.900000000000002,100,4.3
2013,1,1,10,30,55.410000000000004,0.01,1.5,108,824,576,0,14.100000000000001,57.67,1020,108,824,0,576,22.900000000000002,87,4.5
2013,1,1,11,30,49.75,0.01,1.4000000000000001,116,862,673,0,13.100000000000001,51.79,1019,116,862,0,673,23.6,78,4.4
2013,1,1,12,30,47.99,0.01,1.4000000000000001,121,864,699,0,12.3,47.550000000000004,1019,121,864,0,699,24.1,72,4.2
2013,1,1,13,30,50.52,0.01,1.4000000000000001,108,873,664,0,11.8,44.84,1018,108,873,0,664,24.6,67,4.1000000000000005
2013,1,1,14,30,56.78,0.01,1.4000000000000001,105,819,553,0,11.600000000000001,43.75,1018,105,819,0,553,24.8,63,4.1000000000000005
2013,1,1,15,30,65.71000000000001,0.01,1.4000000000000001,96,709,388,0,11.4,43.34,1018,96,709,0,388,24.700000000000003,63,4
2013,1,1,16,30,76.34,0.01,1.3,74,494,190,0,11.100000000000001,44.51,1019,74,494,0,190,23.900000000000002,66,3.7
2013,1,1,17,30,87.89,0.01,1.1,16,42,18,0,10.700000000000001,46.56,1019,16,42,0,18,22.700000000000003,71,3.6
2013,1,1,18,30,100.64,0.01,1,0,0,0,0,10,46.36,1020,0,0,0,0,22,78,3.7
2013,1,1,19,30,113.56,0.01,0.9,0,0,0,0,9.1,45.7,1020,0,0,0,0,21.3,83,3.6
2013,1,1,20,30,126.79,0.01,0.8,0,0,0,0,8.4,45.1,1020,0,0,0,0,20.700000000000003,85,3.3000000000000003
2013,1,1,21,30,140.22,0.01,0.8,0,0,0,1,7.9,44.92,1020,0,0,0,0,20.200000000000003,80,2.9000000000000004
2013,1,1,22,30,153.77,0.01,0.8,0,0,0,0,7.5,45.07,1020,0,0,0,0,19.8,70,2.6
2013,1,1,23,30,167.34,0.01,0.8,0,0,0,0,7.5,45.56,1019,0,0,0,0,19.6,60,2.5
2013,1,2,0,30,177.59,0.01,0.8,0,0,0,1,7.7,46.51,1019,0,0,0,0,19.5,51,2.5
2013,1,2,1,30,164.96,0.01,0.8,0,0,0,1,7.9,47.42,1019,0,0,0,0,19.400000000000002,43,2.4000000000000004
2013,1,2,2,30,151.38,0.01,0.9,0,0,0,0,8.200000000000001,48.54,1019,0,0,0,0,19.3,36,2.3000000000000003
2013,1,2,3,30,137.84,0.01,0.9,0,0,0,0,8.5,49.730000000000004,1019,0,0,0,0,19.3,34,2.2
2013,1,2,4,30,124.43,0.01,0.9,0,0,0,0,8.9,50.550000000000004,1019,0,0,0,0,19.400000000000002,37,2
2013,1,2,5,30,111.25,0.01,1,0,0,0,0,9.1,51.410000000000004,1020,0,0,0,0,19.400000000000002,44,1.8
2013,1,2,6,30,98.38,0.01,1,0,0,0,0,9.200000000000001,51.59,1020,0,0,0,0,19.400000000000002,57,1.6
2013,1,2,7,30,85.83,0.01,1,30,151,41,0,9.200000000000001,50.46,1021,30,151,0,41,19.8,80,1.6
2013,1,2,8,30,74.34,0.01,1,80,550,229,0,9.3,48.050000000000004,1021,80,550,0,229,20.700000000000003,99,1.7000000000000002
2013,1,2,9,30,63.940000000000005,0.01,1,106,722,423,1,9,43.84,1021,106,722,0,423,21.900000000000002,98,1.5
2013,1,2,10,30,55.39,0.01,1,109,840,586,0,8,38.800000000000004,1021,109,840,0,586,22.8,73,0.9
2013,1,2,11,30,49.7,0.01,1,115,879,684,0,7.300000000000001,35.84,1020,115,879,0,684,23.3,187,0.7000000000000001
2013,1,2,12,30,47.89,0.01,1,117,888,712,0,7.2,34.88,1019,117,888,0,712,23.6,316,1.4000000000000001
2013,1,2,13,30,50.4,0.01,1,106,895,676,1,7.800000000000001,35.82,1019,106,895,0,676,23.8,316,2.1
2013,1,2,14,30,56.65,0.01,1,99,850,566,1,8.5,37.79,1018,99,850,0,566,23.8,318,2.6
2013,1,2,15,30,65.57000000000001,0.01,1,87,759,401,0,9.200000000000001,40.13,1019,87,759,0,401,23.5,319,2.7
2013,1,2,16,30,76.2,0.01,1.1,64,574,201,0,9.600000000000001,43.51,1019,64,574,0,201,22.6,320,2.4000000000000004
2013,1,2,17,30,87.76,0.01,1.1,17,99,21,0,10.3,48.45,1019,17,99,0,21,21.6,322,2.2
2013,1,2,18,30,100.5,0.01,1.1,0,0,0,0,10.9,51.76,1019,0,0,0,0,21.200000000000003,321,2.2
2013,1,2,19,30,113.43,0.01,1.1,0,0,0,0,11.4,54.54,1020,0,0,0,0,20.900000000000002,317,2.3000000000000003
2013,1,2,20,30,126.66,0.01,1.1,0,0,0,0,11.8,56.34,1020,0,0,0,0,20.8,313,2.4000000000000004
2013,1,2,21,30,140.1,0.01,1.2000000000000002,0,0,0,1,12.100000000000001,58.11,1019,0,0,0,0,20.6,311,2.5
2013,1,2,22,30,153.65,0.01,1.2000000000000002,0,0,0,0,12.3,59.42,1019,0,0,0,0,20.5,310,2.6
2013,1,2,23,30,167.22,0.01,1.3,0,0,0,0,12.600000000000001,60.800000000000004,1019,0,0,0,0,20.400000000000002,310,2.7
2013,1,3,0,30,177.56,0.01,1.4000000000000001,0,0,0,0,12.9,61.940000000000005,1019,0,0,0,0,20.400000000000002,312,2.7
2013,1,3,1,30,165.04,0.01,1.5,0,0,0,0,13.200000000000001,63.07,1018,0,0,0,0,20.5,313,2.6
2013,1,3,2,30,151.46,0.01,1.5,0,0,0,0,13.700000000000001,64.22,1018,0,0,0,0,20.700000000000003,314,2.3000000000000003
2013,1,3,3,30,137.92000000000002,0.01,1.6,0,0,0,1,14.100000000000001,65.65,1018,0,0,0,0,20.8,311,1.9000000000000001
2013,1,3,4,30,124.51,0.01,1.7000000000000002,0,0,0,1,14.5,66.65,1018,0,0,0,0,20.900000000000002,304,1.6
2013,1,3,5,30,111.32000000000001,0.01,1.7000000000000002,0,0,0,2,14.700000000000001,68.08,1019,0,0,0,0,20.8,284,1.2000000000000002
2013,1,3,6,30,98.44,0.01,1.8,0,0,0,1,14.8,69.82000000000001,1019,0,0,0,0,20.5,246,1
2013,1,3,7,30,85.87,0.01,1.8,30,111,38,0,14.8,69.44,1020,30,111,0,38,20.6,211,1.4000000000000001
2013,1,3,8,30,74.37,0.01,1.9000000000000001,88,475,216,0,14.9,66.46000000000001,1020,88,475,0,216,21.400000000000002,207,1.8
2013,1,3,9,30,63.940000000000005,0.01,1.9000000000000001,118,648,403,0,15.100000000000001,63.39,1021,118,648,0,403,22.400000000000002,229,2
2013,1,3,10,30,55.370000000000005,0.01,2,118,783,563,2,15.3,61.27,1020,304,270,0,458,23.200000000000003,256,2.2
2013,1,3,11,30,49.64,0.01,2,126,823,658,1,15.5,60.64,1020,126,823,0,658,23.6,274,2.9000000000000004
2013,1,3,12,30,47.800000000000004,0.01,2.1,130,829,686,0,15.9,60.99,1019,130,829,0,686,23.900000000000002,285,3.7
2013,1,3,13,30,50.28,0.01,2.2,162,732,630,0,16.400000000000002,62.38,1018,162,732,0,630,24,291,4.2
2013,1,3,14,30,56.51,0.01,2.2,155,668,524,1,16.8,64.64,1018,155,668,0,524,23.900000000000002,294,4.3
2013,1,3,15,30,65.42,0.01,2.2,136,552,366,1,17.2,67.32000000000001,1018,136,552,0,366,23.6,295,4.2
2013,1,3,16,30,76.06,0.01,2.2,101,309,175,0,17.5,71.2,1018,101,309,0,175,23,292,3.6
2013,1,3,17,30,87.63,0.01,2.2,14,12,15,0,17.8,75.88,1018,14,12,0,15,22.3,289,3
2013,1,3,18,30,100.37,0.01,2.2,0,0,0,0,18.1,79.27,1019,0,0,0,0,21.900000000000002,289,2.7
2013,1,3,19,30,113.3,0.01,2.2,0,0,0,1,18.3,80.82000000000001,1019,0,0,0,0,21.700000000000003,291,2.7
2013,1,3,20,30,126.54,0.01,2.1,0,0,0,0,18.3,81.77,1019,0,0,0,0,21.5,294,2.7
2013,1,3,21,30,139.97,0.01,2.1,0,0,0,2,18.2,81.93,1019,0,0,0,0,21.400000000000002,298,2.7
2013,1,3,22,30,153.53,0.01,2,0,0,0,2,18.1,82.27,1019,0,0,0,0,21.200000000000003,300,2.7
2013,1,3,23,30,167.09,0.01,1.9000000000000001,0,0,0,3,17.900000000000002,81.89,1019,0,0,0,0,21.1,303,2.7
2013,1,4,0,30,177.52,0.01,1.9000000000000001,0,0,0,0,17.7,80.96000000000001,1019,0,0,0,0,21.1,304,2.7
2013,1,4,1,30,165.12,0.01,1.9000000000000001,0,0,0,0,17.6,81.05,1019,0,0,0,0,21,305,2.7
2013,1,4,2,30,151.55,0.01,1.9000000000000001,0,0,0,0,17.6,81.03,1018,0,0,0,0,21,305,2.7
2013,1,4,3,30,138,0.01,1.9000000000000001,0,0,0,0,17.6,81.64,1018,0,0,0,0,20.900000000000002,305,2.6
2013,1,4,4,30,124.59,0.01,1.9000000000000001,0,0,0,0,17.7,81.88,1018,0,0,0,0,20.900000000000002,302,2.5
2013,1,4,5,30,111.38,0.01,2,0,0,0,0,17.8,82.33,1019,0,0,0,0,20.900000000000002,299,2.5
2013,1,4,6,30,98.5,0.01,2,0,0,0,2,17.900000000000002,82.87,1019,0,0,0,0,20.900000000000002,295,2.5
2013,1,4,7,30,85.91,0.01,2.1,30,62,35,0,18,80.29,1020,30,62,0,35,21.5,289,2.5
2013,1,4,8,30,74.4,0.01,2.2,109,361,206,0,18,76.09,1020,109,361,0,206,22.400000000000002,287,2.8000000000000003
2013,1,4,9,30,63.940000000000005,0.01,2.3000000000000003,156,524,387,0,17.7,72.69,1021,156,524,0,387,22.900000000000002,287,3.3000000000000003
