Temperature,DNI,DHI,GHI,Pressure,Wind Speed,Datetime
23.3,0,0,0,1010,5.0,2018-04-02 00:30:00
23.0,0,0,0,1010,4.6,2018-04-02 01:30:00
22.8,0,0,0,1009,4.2,2018-04-02 02:30:00
22.7,0,0,0,1009,3.8,2018-04-02 03:30:00
22.7,0,0,0,1009,3.3,2018-04-02 04:30:00
22.8,0,0,0,1010,3.1,2018-04-02 05:30:00
23.5,2,13,13,1010,3.6,2018-04-02 06:30:00
24.6,186,138,192,1011,4.6,2018-04-02 07:30:00
25.6,140,320,391,1012,5.4,2018-04-02 08:30:00
26.4,449,292,601,1012,5.8,2018-04-02 09:30:00
26.9,423,387,738,1012,5.7,2018-04-02 10:30:00
27.1,476,410,845,1012,5.6,2018-04-02 11:30:00
27.4,520,398,887,1011,5.6,2018-04-02 12:30:00
27.5,590,337,870,1011,5.6,2018-04-02 13:30:00
27.5,585,294,767,1010,5.6,2018-04-02 14:30:00
27.2,508,259,594,1010,5.4,2018-04-02 15:30:00
26.6,32,273,288,1010,5.6,2018-04-02 16:30:00
25.6,1,80,80,1011,5.7,2018-04-02 17:30:00
24.6,0,0,0,1011,5.5,2018-04-02 18:30:00
24.2,0,0,0,1012,5.0,2018-04-02 19:30:00
24.1,0,0,0,1012,4.6,2018-04-02 20:30:00
24.0,0,0,0,1012,4.4,2018-04-02 21:30:00
23.9,0,0,0,1012,4.3,2018-04-02 22:30:00
23.9,0,0,0,1012,4.4,2018-04-02 23:30:00
23.8,0,0,0,1011,4.3,2018-04-03 00:30:00
23.7,0,0,0,1011,3.8,2018-04-03 01:30:00
23.6,0,0,0,1010,3.3,2018-04-03 02:30:00
23.5,0,0,0,1010,3.2,2018-04-03 03:30:00
23.3,0,0,0,1011,3.2,2018-04-03 04:30:00
23.2,0,0,0,1011,3.2,2018-04-03 05:30:00
23.8,0,6,6,1012,3.5,2018-04-03 06:30:00
25.0,95,149,177,1013,3.9,2018-04-03 07:30:00
26.2,260,261,393,1013,4.2,2018-04-03 08:30:00
27.2,383,327,593,1013,4.7,2018-04-03 09:30:00
27.9,455,370,748,1013,5.4,2018-04-03 10:30:00
28.3,325,509,807,1013,5.7,2018-04-03 11:30:00
28.4,132,599,723,1012,5.8,2018-04-03 12:30:00
28.4,264,537,776,1011,5.7,2018-04-03 13:30:00
28.3,228,486,671,1011,5.6,2018-04-03 14:30:00
27.9,140,411,504,1010,5.4,2018-04-03 15:30:00
27.2,79,295,332,1010,5.1,2018-04-03 16:30:00
26.1,0,60,60,1011,4.7,2018-04-03 17:30:00
25.2,0,0,0,1011,4.3,2018-04-03 18:30:00
24.7,0,0,0,1012,4.3,2018-04-03 19:30:00
24.3,0,0,0,1012,4.2,2018-04-03 20:30:00
24.0,0,0,0,1012,4.0,2018-04-03 21:30:00
23.7,0,0,0,1012,3.8,2018-04-03 22:30:00
23.6,0,0,0,1012,3.7,2018-04-03 23:30:00
23.4,0,0,0,1011,3.6,2018-04-04 00:30:00
23.3,0,0,0,1011,3.5,2018-04-04 01:30:00
23.2,0,0,0,1010,3.2,2018-04-04 02:30:00
23.2,0,0,0,1010,2.7,2018-04-04 03:30:00
23.1,0,0,0,1011,2.4,2018-04-04 04:30:00
23.1,0,0,0,1011,2.4,2018-04-04 05:30:00
23.7,0,6,6,1012,2.6,2018-04-04 06:30:00
24.8,74,154,176,1012,2.8,2018-04-04 07:30:00
26.1,216,281,391,1013,2.6,2018-04-04 08:30:00
27.8,328,363,591,1012,2.8,2018-04-04 09:30:00
29.2,400,413,747,1012,3.4,2018-04-04 10:30:00
29.9,430,441,836,1011,4.0,2018-04-04 11:30:00
30.3,427,459,862,1010,4.3,2018-04-04 12:30:00
30.4,517,376,845,1009,4.5,2018-04-04 13:30:00
30.2,468,355,734,1009,4.6,2018-04-04 14:30:00
29.9,380,311,563,1008,4.6,2018-04-04 15:30:00
29.2,251,240,358,1008,4.4,2018-04-04 16:30:00
27.9,81,123,144,1009,3.9,2018-04-04 17:30:00
26.6,0,1,1,1009,3.9,2018-04-04 18:30:00
25.9,0,0,0,1010,4.2,2018-04-04 19:30:00
25.4,0,0,0,1010,4.4,2018-04-04 20:30:00
25.1,0,0,0,1010,4.3,2018-04-04 21:30:00
24.8,0,0,0,1010,4.1,2018-04-04 22:30:00
24.6,0,0,0,1009,3.9,2018-04-04 23:30:00
24.5,0,0,0,1009,3.4,2018-04-05 00:30:00
24.5,0,0,0,1008,2.8,2018-04-05 01:30:00
24.5,0,0,0,1008,2.3,2018-04-05 02:30:00
24.7,0,0,0,1008,1.9,2018-04-05 03:30:00
24.7,0,0,0,1008,1.4,2018-04-05 04:30:00
24.6,0,0,0,1008,1.2,2018-04-05 05:30:00
24.8,0,9,9,1009,1.4,2018-04-05 06:30:00
25.5,103,153,184,1010,2.0,2018-04-05 07:30:00
26.8,263,262,398,1010,2.4,2018-04-05 08:30:00
28.5,382,329,596,1010,2.8,2018-04-05 09:30:00
29.5,526,327,767,1009,3.3,2018-04-05 10:30:00
30.0,565,344,865,1009,3.8,2018-04-05 11:30:00
30.2,572,351,892,1008,4.2,2018-04-05 12:30:00
30.2,552,346,848,1007,4.3,2018-04-05 13:30:00
30.1,505,328,738,1007,4.2,2018-04-05 14:30:00
29.8,422,291,571,1007,3.7,2018-04-05 15:30:00
29.3,298,226,367,1006,3.0,2018-04-05 16:30:00
28.3,112,124,152,1006,2.2,2018-04-05 17:30:00
27.2,0,1,1,1007,1.9,2018-04-05 18:30:00
26.6,0,0,0,1007,2.2,2018-04-05 19:30:00
26.0,0,0,0,1008,2.4,2018-04-05 20:30:00
25.4,0,0,0,1008,2.4,2018-04-05 21:30:00
25.1,0,0,0,1008,2.2,2018-04-05 22:30:00
24.8,0,0,0,1007,1.9,2018-04-05 23:30:00
24.6,0,0,0,1007,1.5,2018-04-06 00:30:00
24.4,0,0,0,1006,1.2,2018-04-06 01:30:00
24.3,0,0,0,1006,1.1,2018-04-06 02:30:00
24.1,0,0,0,1006,1.2,2018-04-06 03:30:00
24.0,0,0,0,1006,1.5,2018-04-06 04:30:00
24.1,0,0,0,1007,1.9,2018-04-06 05:30:00
25.1,1,14,14,1008,2.4,2018-04-06 06:30:00
26.8,137,154,196,1008,2.8,2018-04-06 07:30:00
28.5,313,251,413,1009,2.4,2018-04-06 08:30:00
30.0,437,307,614,1009,1.8,2018-04-06 09:30:00
30.9,520,336,773,1009,1.8,2018-04-06 10:30:00
31.1,571,346,873,1008,2.6,2018-04-06 11:30:00
30.9,594,341,905,1008,3.8,2018-04-06 12:30:00
30.4,233,555,767,1007,4.7,2018-04-06 13:30:00
29.8,566,294,755,1007,5.0,2018-04-06 14:30:00
29.1,260,355,528,1007,5.0,2018-04-06 15:30:00
28.3,139,274,340,1007,4.8,2018-04-06 16:30:00
27.4,7,116,118,1007,4.4,2018-04-06 17:30:00
26.6,0,2,2,1008,3.8,2018-04-06 18:30:00
26.3,0,0,0,1008,2.8,2018-04-06 19:30:00
26.1,0,0,0,1008,1.9,2018-04-06 20:30:00
25.9,0,0,0,1009,1.4,2018-04-06 21:30:00
25.8,0,0,0,1008,1.1,2018-04-06 22:30:00
25.7,0,0,0,1008,1.0,2018-04-06 23:30:00
25.8,0,0,0,1007,1.0,2018-04-07 00:30:00
26.3,0,0,0,1007,0.7,2018-04-07 01:30:00
26.7,0,0,0,1008,0.6,2018-04-07 02:30:00
26.5,0,0,0,1008,0.8,2018-04-07 03:30:00
26.0,0,0,0,1009,1.2,2018-04-07 04:30:00
25.7,0,0,0,1009,1.3,2018-04-07 05:30:00
25.9,2,16,16,1010,1.0,2018-04-07 06:30:00
26.8,0,41,41,1011,1.0,2018-04-07 07:30:00
27.9,155,309,390,1011,1.3,2018-04-07 08:30:00
29.4,81,386,443,1011,1.7,2018-04-07 09:30:00
30.9,129,435,544,1011,2.0,2018-04-07 10:30:00
31.8,220,552,756,1010,2.3,2018-04-07 11:30:00
32.1,469,409,854,1010,2.6,2018-04-07 12:30:00
31.7,392,442,800,1009,3.2,2018-04-07 13:30:00
30.8,164,430,564,1009,4.5,2018-04-07 14:30:00
29.4,1,174,175,1009,5.3,2018-04-07 15:30:00
28.1,23,225,236,1009,5.2,2018-04-07 16:30:00
27.1,2,98,99,1010,4.6,2018-04-07 17:30:00
26.5,0,1,1,1010,3.8,2018-04-07 18:30:00
26.3,0,0,0,1010,3.1,2018-04-07 19:30:00
26.4,0,0,0,1011,2.4,2018-04-07 20:30:00
26.5,0,0,0,1010,1.6,2018-04-07 21:30:00
26.5,0,0,0,1010,0.8,2018-04-07 22:30:00
26.4,0,0,0,1009,0.7,2018-04-07 23:30:00
26.1,0,0,0,1009,1.4,2018-04-08 00:30:00
25.6,0,0,0,1009,2.0,2018-04-08 01:30:00
25.1,0,0,0,1009,2.2,2018-04-08 02:30:00
24.9,0,0,0,1009,1.9,2018-04-08 03:30:00
24.9,0,0,0,1010,1.5,2018-04-08 04:30:00
25.1,0,0,0,1010,1.1,2018-04-08 05:30:00
25.4,7,23,23,1011,1.0,2018-04-08 06:30:00
26.1,0,61,61,1012,1.0,2018-04-08 07:30:00
27.6,215,294,407,1012,1.1,2018-04-08 08:30:00
29.1,237,427,595,1012,1.4,2018-04-08 09:30:00
29.9,220,508,694,1012,2.2,2018-04-08 10:30:00
30.2,434,430,833,1011,3.3,2018-04-08 11:30:00
30.3,590,336,898,1011,4.3,2018-04-08 12:30:00
30.2,248,537,763,1010,5.1,2018-04-08 13:30:00
29.7,256,481,690,1010,5.5,2018-04-08 14:30:00
28.7,275,356,540,1010,5.4,2018-04-08 15:30:00
27.8,96,244,290,1010,4.9,2018-04-08 16:30:00
27.1,10,113,115,1011,4.2,2018-04-08 17:30:00
26.6,0,2,2,1011,3.4,2018-04-08 18:30:00
26.2,0,0,0,1011,2.6,2018-04-08 19:30:00
25.7,0,0,0,1012,2.0,2018-04-08 20:30:00
25.2,0,0,0,1012,1.6,2018-04-08 21:30:00
24.9,0,0,0,1012,1.6,2018-04-08 22:30:00
24.7,0,0,0,1011,1.6,2018-04-08 23:30:00
24.6,0,0,0,1011,1.5,2018-04-09 00:30:00
24.6,0,0,0,1010,1.5,2018-04-09 01:30:00
24.6,0,0,0,1010,1.7,2018-04-09 02:30:00
24.5,0,0,0,1010,2.1,2018-04-09 03:30:00
24.3,0,0,0,1010,2.5,2018-04-09 04:30:00
24.4,0,0,0,1011,2.6,2018-04-09 05:30:00
24.9,4,21,21,1011,2.9,2018-04-09 06:30:00
25.8,7,124,126,1012,2.9,2018-04-09 07:30:00
27.1,161,309,394,1012,3.0,2018-04-09 08:30:00
28.4,83,369,428,1012,3.2,2018-04-09 09:30:00
29.0,51,427,470,1012,3.6,2018-04-09 10:30:00
29.5,163,514,666,1012,4.0,2018-04-09 11:30:00
29.7,59,461,517,1011,4.4,2018-04-09 12:30:00
29.6,383,441,791,1011,4.8,2018-04-09 13:30:00
29.3,359,404,698,1011,5.2,2018-04-09 14:30:00
28.6,224,348,498,1010,5.4,2018-04-09 15:30:00
27.8,155,276,350,1011,5.3,2018-04-09 16:30:00
26.9,17,132,136,1011,5.0,2018-04-09 17:30:00
26.2,0,3,3,1011,4.6,2018-04-09 18:30:00
25.9,0,0,0,1011,4.1,2018-04-09 19:30:00
25.9,0,0,0,1012,3.5,2018-04-09 20:30:00
25.7,0,0,0,1012,2.9,2018-04-09 21:30:00
25.5,0,0,0,1011,2.4,2018-04-09 22:30:00
25.2,0,0,0,1011,2.0,2018-04-09 23:30:00
25.1,0,0,0,1010,1.6,2018-04-10 00:30:00
25.1,0,0,0,1009,1.2,2018-04-10 01:30:00
25.0,0,0,0,1009,1.0,2018-04-10 02:30:00
25.0,0,0,0,1009,0.7,2018-04-10 03:30:00
24.9,0,0,0,1009,0.4,2018-04-10 04:30:00
24.9,0,0,0,1010,0.4,2018-04-10 05:30:00
25.4,20,32,34,1010,0.6,2018-04-10 06:30:00
26.4,260,145,228,1011,0.5,2018-04-10 07:30:00
28.1,444,212,449,1011,1.0,2018-04-10 08:30:00
29.5,558,254,652,1011,2.4,2018-04-10 09:30:00
30.0,651,262,816,1011,3.4,2018-04-10 10:30:00
30.2,692,269,915,1011,4.1,2018-04-10 11:30:00
30.3,708,267,944,1010,4.4,2018-04-10 12:30:00
30.2,749,224,911,1010,4.4,2018-04-10 13:30:00
30.0,716,210,797,1009,4.3,2018-04-10 14:30:00
29.6,659,185,628,1009,4.1,2018-04-10 15:30:00
29.0,551,150,415,1009,3.9,2018-04-10 16:30:00
28.1,0,37,37,1010,3.7,2018-04-10 17:30:00
27.2,0,5,5,1010,3.3,2018-04-10 18:30:00
26.6,0,0,0,1010,2.8,2018-04-10 19:30:00
26.3,0,0,0,1011,2.1,2018-04-10 20:30:00
26.0,0,0,0,1011,1.6,2018-04-10 21:30:00
25.8,0,0,0,1011,1.2,2018-04-10 22:30:00
25.5,0,0,0,1010,0.8,2018-04-10 23:30:00
25.2,0,0,0,1010,0.8,2018-04-11 00:30:00
24.9,0,0,0,1009,1.0,2018-04-11 01:30:00
24.7,0,0,0,1009,1.3,2018-04-11 02:30:00
24.5,0,0,0,1009,1.6,2018-04-11 03:30:00
24.4,0,0,0,1010,1.8,2018-04-11 04:30:00
24.5,0,0,0,1010,2.0,2018-04-11 05:30:00
25.4,70,37,44,1011,2.3,2018-04-11 06:30:00
26.8,388,118,244,1011,2.4,2018-04-11 07:30:00
28.4,569,164,469,1012,2.1,2018-04-11 08:30:00
29.9,667,193,672,1012,1.9,2018-04-11 09:30:00
30.8,713,219,827,1011,1.8,2018-04-11 10:30:00
31.3,742,229,923,1011,2.1,2018-04-11 11:30:00
31.5,301,520,808,1010,2.5,2018-04-11 12:30:00
31.4,748,220,907,1009,3.0,2018-04-11 13:30:00
31.0,238,458,654,1009,3.6,2018-04-11 14:30:00
30.2,228,377,530,1009,3.9,2018-04-11 15:30:00
29.1,120,280,337,1009,4.0,2018-04-11 16:30:00
27.9,236,115,177,1009,3.9,2018-04-11 17:30:00
26.9,2,7,7,1009,3.8,2018-04-11 18:30:00
26.3,0,0,0,1010,3.6,2018-04-11 19:30:00
25.8,0,0,0,1010,3.4,2018-04-11 20:30:00
25.4,0,0,0,1010,3.2,2018-04-11 21:30:00
25.1,0,0,0,1010,3.0,2018-04-11 22:30:00
25.0,0,0,0,1009,3.0,2018-04-11 23:30:00
25.0,0,0,0,1009,3.1,2018-04-12 00:30:00
25.1,0,0,0,1008,3.1,2018-04-12 01:30:00
25.1,0,0,0,1008,2.9,2018-04-12 02:30:00
25.0,0,0,0,1008,2.5,2018-04-12 03:30:00
24.9,0,0,0,1008,2.1,2018-04-12 04:30:00
24.9,0,0,0,1009,1.7,2018-04-12 05:30:00
25.3,0,26,26,1010,1.3,2018-04-12 06:30:00
26.5,0,4,4,1010,1.3,2018-04-12 07:30:00
27.9,137,293,367,1011,1.3,2018-04-12 08:30:00
29.3,266,370,561,1011,0.9,2018-04-12 09:30:00
30.6,423,344,706,1010,0.8,2018-04-12 10:30:00
31.2,417,413,804,1010,1.8,2018-04-12 11:30:00
31.0,391,397,772,1009,3.4,2018-04-12 12:30:00
30.1,266,463,708,1009,5.4,2018-04-12 13:30:00
28.9,85,396,466,1009,6.2,2018-04-12 14:30:00
28.1,51,323,357,1009,5.6,2018-04-12 15:30:00
27.8,11,190,195,1009,5.1,2018-04-12 16:30:00
27.2,1,64,64,1009,4.8,2018-04-12 17:30:00
26.5,0,2,2,1010,4.2,2018-04-12 18:30:00
26.1,0,0,0,1010,3.0,2018-04-12 19:30:00
25.8,0,0,0,1011,2.0,2018-04-12 20:30:00
25.7,0,0,0,1011,1.4,2018-04-12 21:30:00
25.7,0,0,0,1010,1.1,2018-04-12 22:30:00
25.8,0,0,0,1010,0.9,2018-04-12 23:30:00
25.9,0,0,0,1009,0.6,2018-04-13 00:30:00
26.0,0,0,0,1009,0.5,2018-04-13 01:30:00
26.1,0,0,0,1008,0.8,2018-04-13 02:30:00
25.9,0,0,0,1009,1.2,2018-04-13 03:30:00
25.6,0,0,0,1009,1.6,2018-04-13 04:30:00
25.5,0,0,0,1009,1.8,2018-04-13 05:30:00
26.2,16,34,35,1010,2.2,2018-04-13 06:30:00
27.6,240,149,229,1010,2.3,2018-04-13 07:30:00
29.1,186,331,432,1011,1.9,2018-04-13 08:30:00
30.7,181,435,566,1011,1.5,2018-04-13 09:30:00
31.6,157,512,647,1010,1.7,2018-04-13 10:30:00
31.9,152,550,693,1010,2.0,2018-04-13 11:30:00
31.9,120,528,643,1009,2.5,2018-04-13 12:30:00
31.7,216,499,698,1009,3.1,2018-04-13 13:30:00
31.3,203,472,639,1008,3.5,2018-04-13 14:30:00
30.6,117,431,510,1008,3.9,2018-04-13 15:30:00
29.7,54,300,326,1008,4.0,2018-04-13 16:30:00
28.7,3,131,132,1009,3.6,2018-04-13 17:30:00
27.9,0,3,3,1009,3.3,2018-04-13 18:30:00
27.4,0,0,0,1010,3.2,2018-04-13 19:30:00
27.1,0,0,0,1010,3.0,2018-04-13 20:30:00
27.1,0,0,0,1010,2.3,2018-04-13 21:30:00
27.2,0,0,0,1010,1.0,2018-04-13 22:30:00
27.3,0,0,0,1009,0.4,2018-04-13 23:30:00
27.1,0,0,0,1008,0.4,2018-04-14 00:30:00
26.9,0,0,0,1008,0.6,2018-04-14 01:30:00
26.5,0,0,0,1008,0.6,2018-04-14 02:30:00
26.3,0,0,0,1008,0.5,2018-04-14 03:30:00
26.2,0,0,0,1009,0.5,2018-04-14 04:30:00
26.3,0,0,0,1010,0.8,2018-04-14 05:30:00
27.0,10,31,32,1010,1.4,2018-04-14 06:30:00
28.1,7,125,128,1010,2.1,2018-04-14 07:30:00
29.2,148,310,390,1010,2.2,2018-04-14 08:30:00
30.4,285,391,597,1010,1.9,2018-04-14 09:30:00
31.6,373,409,729,1010,1.8,2018-04-14 10:30:00
32.0,387,399,763,1009,2.5,2018-04-14 11:30:00
31.4,398,437,821,1008,3.8,2018-04-14 12:30:00
30.6,361,446,779,1008,4.9,2018-04-14 13:30:00
29.8,307,429,683,1007,5.0,2018-04-14 14:30:00
29.4,218,380,527,1007,4.5,2018-04-14 15:30:00
28.8,119,291,348,1007,4.2,2018-04-14 16:30:00
28.0,2,98,99,1007,4.0,2018-04-14 17:30:00
27.1,0,2,2,1008,3.9,2018-04-14 18:30:00
26.5,0,0,0,1008,3.7,2018-04-14 19:30:00
26.1,0,0,0,1009,3.5,2018-04-14 20:30:00
25.7,0,0,0,1010,3.2,2018-04-14 21:30:00
25.4,0,0,0,1010,3.0,2018-04-14 22:30:00
25.1,0,0,0,1010,2.9,2018-04-14 23:30:00
24.8,0,0,0,1010,2.8,2018-04-15 00:30:00
24.6,0,0,0,1009,2.5,2018-04-15 01:30:00
24.4,0,0,0,1009,2.3,2018-04-15 02:30:00
24.3,0,0,0,1009,2.3,2018-04-15 03:30:00
24.1,0,0,0,1009,2.4,2018-04-15 04:30:00
24.0,0,0,0,1010,2.6,2018-04-15 05:30:00
24.5,12,37,38,1010,3.3,2018-04-15 06:30:00
25.8,244,159,241,1011,4.1,2018-04-15 07:30:00
27.0,460,218,470,1012,4.6,2018-04-15 08:30:00
27.8,595,245,678,1012,5.2,2018-04-15 09:30:00
28.3,707,239,848,1012,5.6,2018-04-15 10:30:00
28.5,727,256,942,1011,5.8,2018-04-15 11:30:00
28.6,726,265,965,1011,5.8,2018-04-15 12:30:00
28.7,743,239,927,1010,5.8,2018-04-15 13:30:00
28.5,691,231,802,1010,5.8,2018-04-15 14:30:00
28.2,596,222,626,1009,5.7,2018-04-15 15:30:00
27.7,441,191,406,1010,5.4,2018-04-15 16:30:00
26.9,216,122,181,1010,4.7,2018-04-15 17:30:00
25.9,1,8,8,1010,3.7,2018-04-15 18:30:00
25.3,0,0,0,1011,3.0,2018-04-15 19:30:00
25.0,0,0,0,1011,2.9,2018-04-15 20:30:00
24.8,0,0,0,1011,3.0,2018-04-15 21:30:00
24.6,0,0,0,1011,2.9,2018-04-15 22:30:00
24.5,0,0,0,1011,2.6,2018-04-15 23:30:00
24.6,0,0,0,1010,2.2,2018-04-16 00:30:00
24.6,0,0,0,1010,1.8,2018-04-16 01:30:00
24.6,0,0,0,1010,1.3,2018-04-16 02:30:00
24.4,0,0,0,1010,0.9,2018-04-16 03:30:00
24.2,0,0,0,1010,0.6,2018-04-16 04:30:00
24.1,0,0,0,1011,0.9,2018-04-16 05:30:00
24.5,0,9,9,1011,1.7,2018-04-16 06:30:00
25.7,11,151,155,1012,2.0,2018-04-16 07:30:00
27.4,159,341,428,1013,1.5,2018-04-16 08:30:00
29.0,169,390,513,1013,1.5,2018-04-16 09:30:00
30.1,184,465,625,1013,1.8,2018-04-16 10:30:00
30.6,272,477,734,1012,2.1,2018-04-16 11:30:00
30.9,449,440,873,1011,2.1,2018-04-16 12:30:00
31.1,620,310,884,1010,2.1,2018-04-16 13:30:00
31.0,571,294,768,1010,2.7,2018-04-16 14:30:00
30.6,475,270,592,1010,4.1,2018-04-16 15:30:00
29.6,325,226,385,1010,5.0,2018-04-16 16:30:00
28.7,135,132,169,1010,4.6,2018-04-16 17:30:00
28.3,0,5,5,1010,3.6,2018-04-16 18:30:00
27.9,0,0,0,1010,2.8,2018-04-16 19:30:00
27.6,0,0,0,1010,2.4,2018-04-16 20:30:00
27.4,0,0,0,1010,2.8,2018-04-16 21:30:00
27.3,0,0,0,1010,3.5,2018-04-16 22:30:00
27.3,0,0,0,1010,4.4,2018-04-16 23:30:00
27.2,0,0,0,1009,5.2,2018-04-17 00:30:00
26.9,0,0,0,1009,5.7,2018-04-17 01:30:00
26.7,0,0,0,1009,5.9,2018-04-17 02:30:00
26.4,0,0,0,1009,5.8,2018-04-17 03:30:00
26.4,0,0,0,1009,5.8,2018-04-17 04:30:00
26.5,0,0,0,1010,6.1,2018-04-17 05:30:00
27.1,2,25,25,1010,6.3,2018-04-17 06:30:00
28.3,95,177,210,1011,6.0,2018-04-17 07:30:00
29.7,1,204,205,1012,5.5,2018-04-17 08:30:00
30.9,0,164,164,1012,5.2,2018-04-17 09:30:00
31.9,0,281,281,1012,5.1,2018-04-17 10:30:00
32.7,198,544,731,1011,4.8,2018-04-17 11:30:00
33.2,50,528,576,1011,4.3,2018-04-17 12:30:00
33.6,96,610,699,1010,3.7,2018-04-17 13:30:00
33.7,329,431,704,1009,3.0,2018-04-17 14:30:00
33.1,271,362,547,1009,2.3,2018-04-17 15:30:00
31.9,171,267,351,1009,2.3,2018-04-17 16:30:00
30.2,43,128,140,1009,3.3,2018-04-17 17:30:00
28.4,0,1,1,1010,4.2,2018-04-17 18:30:00
27.4,0,0,0,1011,3.9,2018-04-17 19:30:00
26.9,0,0,0,1011,3.1,2018-04-17 20:30:00
26.6,0,0,0,1012,2.4,2018-04-17 21:30:00
26.3,0,0,0,1012,2.2,2018-04-17 22:30:00
25.9,0,0,0,1012,2.5,2018-04-17 23:30:00
25.6,0,0,0,1012,2.8,2018-04-18 00:30:00
25.4,0,0,0,1011,2.9,2018-04-18 01:30:00
25.3,0,0,0,1012,2.9,2018-04-18 02:30:00
25.3,0,0,0,1012,2.9,2018-04-18 03:30:00
25.3,0,0,0,1013,3.0,2018-04-18 04:30:00
25.5,0,0,0,1014,3.2,2018-04-18 05:30:00
26.2,14,39,41,1014,3.7,2018-04-18 06:30:00
27.0,208,166,238,1015,4.0,2018-04-18 07:30:00
27.8,397,237,457,1015,3.9,2018-04-18 08:30:00
28.7,525,273,659,1015,3.9,2018-04-18 09:30:00
29.3,612,285,817,1015,4.1,2018-04-18 10:30:00
29.6,653,293,912,1014,4.4,2018-04-18 11:30:00
29.7,669,292,940,1014,4.8,2018-04-18 12:30:00
29.6,576,340,874,1013,5.3,2018-04-18 13:30:00
29.1,530,323,764,1013,5.9,2018-04-18 14:30:00
28.4,462,285,600,1013,6.3,2018-04-18 15:30:00
27.5,365,220,399,1013,6.6,2018-04-18 16:30:00
26.5,218,127,187,1013,6.6,2018-04-18 17:30:00
25.8,6,14,14,1013,6.3,2018-04-18 18:30:00
25.4,0,0,0,1014,6.1,2018-04-18 19:30:00
25.2,0,0,0,1014,6.1,2018-04-18 20:30:00
24.9,0,0,0,1014,6.1,2018-04-18 21:30:00
24.6,0,0,0,1013,5.9,2018-04-18 22:30:00
24.2,0,0,0,1013,5.8,2018-04-18 23:30:00
24.0,0,0,0,1012,5.7,2018-04-19 00:30:00
23.8,0,0,0,1012,5.5,2018-04-19 01:30:00
23.5,0,0,0,1012,5.3,2018-04-19 02:30:00
23.3,0,0,0,1012,5.0,2018-04-19 03:30:00
23.1,0,0,0,1012,4.8,2018-04-19 04:30:00
23.3,0,0,0,1012,4.5,2018-04-19 05:30:00
24.3,153,51,69,1013,4.7,2018-04-19 06:30:00
25.6,501,115,290,1013,5.3,2018-04-19 07:30:00
26.5,666,152,524,1013,5.8,2018-04-19 08:30:00
27.3,751,178,732,1013,6.2,2018-04-19 09:30:00
27.8,790,199,886,1013,6.5,2018-04-19 10:30:00
28.1,806,212,977,1012,6.6,2018-04-19 11:30:00
28.1,804,217,997,1012,6.6,2018-04-19 12:30:00
28.0,814,198,955,1011,6.6,2018-04-19 13:30:00
27.8,772,192,835,1011,6.5,2018-04-19 14:30:00
27.4,698,177,654,1011,6.3,2018-04-19 15:30:00
26.8,575,151,435,1011,6.1,2018-04-19 16:30:00
26.1,357,104,203,1011,5.5,2018-04-19 17:30:00
25.4,14,17,17,1011,4.8,2018-04-19 18:30:00
24.9,0,0,0,1012,4.0,2018-04-19 19:30:00
24.5,0,0,0,1012,3.5,2018-04-19 20:30:00
24.1,0,0,0,1012,3.2,2018-04-19 21:30:00
23.9,0,0,0,1012,3.0,2018-04-19 22:30:00
23.6,0,0,0,1011,2.7,2018-04-19 23:30:00
23.4,0,0,0,1011,2.4,2018-04-20 00:30:00
23.3,0,0,0,1010,2.1,2018-04-20 01:30:00
23.2,0,0,0,1010,1.6,2018-04-20 02:30:00
23.1,0,0,0,1010,1.3,2018-04-20 03:30:00
22.8,0,0,0,1010,1.3,2018-04-20 04:30:00
22.7,0,0,0,1011,1.7,2018-04-20 05:30:00
23.4,197,48,72,1012,2.2,2018-04-20 06:30:00
24.5,548,100,293,1012,2.3,2018-04-20 07:30:00
25.6,717,126,529,1013,1.9,2018-04-20 08:30:00
26.6,806,141,736,1013,1.8,2018-04-20 09:30:00
27.5,849,154,894,1012,2.0,2018-04-20 10:30:00
28.3,873,159,990,1012,2.7,2018-04-20 11:30:00
28.7,878,161,1014,1011,3.5,2018-04-20 12:30:00
28.7,845,172,959,1010,4.2,2018-04-20 13:30:00
28.4,803,169,838,1010,4.7,2018-04-20 14:30:00
27.9,730,159,658,1010,4.9,2018-04-20 15:30:00
27.2,620,135,442,1010,4.7,2018-04-20 16:30:00
26.3,425,93,211,1010,4.1,2018-04-20 17:30:00
25.5,36,19,21,1010,3.3,2018-04-20 18:30:00
24.9,0,0,0,1010,2.6,2018-04-20 19:30:00
24.6,0,0,0,1011,2.4,2018-04-20 20:30:00
24.3,0,0,0,1011,2.2,2018-04-20 21:30:00
24.3,0,0,0,1011,1.9,2018-04-20 22:30:00
24.3,0,0,0,1011,1.4,2018-04-20 23:30:00
24.3,0,0,0,1010,0.9,2018-04-21 00:30:00
24.2,0,0,0,1010,0.6,2018-04-21 01:30:00
23.8,0,0,0,1010,0.8,2018-04-21 02:30:00
23.3,0,0,0,1010,1.4,2018-04-21 03:30:00
22.8,0,0,0,1010,1.8,2018-04-21 04:30:00
22.6,0,0,0,1011,2.0,2018-04-21 05:30:00
23.3,7,63,64,1012,2.3,2018-04-21 06:30:00
24.6,583,94,301,1012,2.4,2018-04-21 07:30:00
26.1,725,125,534,1013,2.1,2018-04-21 08:30:00
