Temperature,DNI,DHI,GHI,Pressure,Wind Speed,Datetime
21.6,0,0,0,1021,1.9,2018-01-01 00:30:00
21.3,0,0,0,1021,1.9,2018-01-01 01:30:00
21.1,0,0,0,1021,1.9,2018-01-01 02:30:00
20.8,0,0,0,1021,1.9,2018-01-01 03:30:00
20.0,0,0,0,1016,0.8,2018-01-01 04:30:00
19.6,0,0,0,1017,0.5,2018-01-01 05:30:00
19.2,0,0,0,1017,0.6,2018-01-01 06:30:00
19.5,182,28,41,1018,0.8,2018-01-01 07:30:00
20.4,583,72,230,1018,0.9,2018-01-01 08:30:00
21.6,750,94,423,1018,0.7,2018-01-01 09:30:00
22.7,833,105,578,1018,0.9,2018-01-01 10:30:00
23.4,876,112,678,1017,1.3,2018-01-01 11:30:00
23.7,887,113,707,1016,1.8,2018-01-01 12:30:00
23.8,866,111,662,1015,2.2,2018-01-01 13:30:00
23.7,820,104,553,1015,2.6,2018-01-01 14:30:00
23.2,726,91,389,1014,2.9,2018-01-01 15:30:00
22.3,528,68,192,1015,3.0,2018-01-01 16:30:00
21.2,68,15,18,1015,2.9,2018-01-01 17:30:00
20.6,0,0,0,1016,2.8,2018-01-01 18:30:00
20.2,0,0,0,1016,2.5,2018-01-01 19:30:00
20.0,0,0,0,1016,2.1,2018-01-01 20:30:00
20.0,0,0,0,1015,1.6,2018-01-01 21:30:00
20.0,0,0,0,1015,0.9,2018-01-01 22:30:00
19.9,0,0,0,1014,0.4,2018-01-01 23:30:00
19.5,0,0,0,1013,0.4,2018-01-02 00:30:00
19.2,0,0,0,1013,0.6,2018-01-02 01:30:00
18.8,0,0,0,1013,0.8,2018-01-02 02:30:00
18.4,0,0,0,1013,1.0,2018-01-02 03:30:00
18.2,0,0,0,1014,1.1,2018-01-02 04:30:00
18.1,0,0,0,1014,1.2,2018-01-02 05:30:00
18.1,0,0,0,1015,1.3,2018-01-02 06:30:00
18.7,113,29,38,1015,1.4,2018-01-02 07:30:00
19.9,490,88,220,1016,1.4,2018-01-02 08:30:00
21.0,665,118,410,1016,1.6,2018-01-02 09:30:00
22.0,784,125,570,1016,2.0,2018-01-02 10:30:00
22.8,821,135,666,1015,2.5,2018-01-02 11:30:00
23.3,822,141,692,1014,3.1,2018-01-02 12:30:00
23.4,808,137,652,1013,3.5,2018-01-02 13:30:00
23.3,748,131,542,1013,3.7,2018-01-02 14:30:00
23.0,632,116,377,1013,3.7,2018-01-02 15:30:00
22.2,418,84,183,1014,3.1,2018-01-02 16:30:00
21.2,29,15,17,1014,2.6,2018-01-02 17:30:00
20.7,0,0,0,1015,2.5,2018-01-02 18:30:00
20.5,0,0,0,1015,2.4,2018-01-02 19:30:00
20.4,0,0,0,1015,2.4,2018-01-02 20:30:00
20.3,0,0,0,1015,2.4,2018-01-02 21:30:00
20.2,0,0,0,1015,2.4,2018-01-02 22:30:00
20.2,0,0,0,1015,2.5,2018-01-02 23:30:00
20.1,0,0,0,1014,2.6,2018-01-03 00:30:00
19.9,0,0,0,1014,2.8,2018-01-03 01:30:00
19.7,0,0,0,1014,2.9,2018-01-03 02:30:00
19.6,0,0,0,1014,3.0,2018-01-03 03:30:00
19.5,0,0,0,1014,3.1,2018-01-03 04:30:00
19.6,0,0,0,1015,3.1,2018-01-03 05:30:00
19.7,0,0,0,1016,3.2,2018-01-03 06:30:00
20.6,20,26,27,1016,3.6,2018-01-03 07:30:00
21.8,3,122,123,1017,4.6,2018-01-03 08:30:00
22.7,51,263,285,1017,5.5,2018-01-03 09:30:00
23.0,589,196,531,1017,6.2,2018-01-03 10:30:00
23.1,681,193,634,1016,6.6,2018-01-03 11:30:00
23.1,741,176,673,1016,6.8,2018-01-03 12:30:00
23.0,746,163,639,1015,6.8,2018-01-03 13:30:00
22.8,200,322,432,1015,6.8,2018-01-03 14:30:00
22.5,61,242,267,1015,6.6,2018-01-03 15:30:00
21.8,446,83,190,1015,6.1,2018-01-03 16:30:00
21.1,40,18,19,1016,5.5,2018-01-03 17:30:00
20.6,0,0,0,1016,5.3,2018-01-03 18:30:00
20.4,0,0,0,1017,5.2,2018-01-03 19:30:00
20.3,0,0,0,1017,5.2,2018-01-03 20:30:00
20.1,0,0,0,1017,5.1,2018-01-03 21:30:00
20.0,0,0,0,1017,5.1,2018-01-03 22:30:00
19.9,0,0,0,1016,5.1,2018-01-03 23:30:00
19.8,0,0,0,1016,5.2,2018-01-04 00:30:00
19.7,0,0,0,1016,5.3,2018-01-04 01:30:00
19.5,0,0,0,1016,5.3,2018-01-04 02:30:00
19.4,0,0,0,1016,5.1,2018-01-04 03:30:00
19.2,0,0,0,1016,4.8,2018-01-04 04:30:00
19.1,0,0,0,1016,4.6,2018-01-04 05:30:00
19.2,0,0,0,1017,4.5,2018-01-04 06:30:00
20.1,0,28,28,1018,4.9,2018-01-04 07:30:00
21.2,0,68,68,1018,5.3,2018-01-04 08:30:00
21.7,0,127,127,1018,5.3,2018-01-04 09:30:00
22.1,0,172,172,1018,5.2,2018-01-04 10:30:00
22.4,27,318,335,1017,5.0,2018-01-04 11:30:00
22.5,34,335,358,1016,4.8,2018-01-04 12:30:00
22.5,56,342,378,1016,4.6,2018-01-04 13:30:00
22.4,77,323,365,1015,4.5,2018-01-04 14:30:00
22.0,10,179,183,1015,4.3,2018-01-04 15:30:00
21.5,0,14,14,1016,3.8,2018-01-04 16:30:00
20.9,0,4,4,1016,3.3,2018-01-04 17:30:00
20.7,0,0,0,1017,3.0,2018-01-04 18:30:00
20.6,0,0,0,1017,3.0,2018-01-04 19:30:00
20.5,0,0,0,1017,3.1,2018-01-04 20:30:00
20.4,0,0,0,1017,3.1,2018-01-04 21:30:00
20.2,0,0,0,1017,3.2,2018-01-04 22:30:00
20.0,0,0,0,1017,3.2,2018-01-04 23:30:00
19.8,0,0,0,1016,3.2,2018-01-05 00:30:00
19.7,0,0,0,1016,3.3,2018-01-05 01:30:00
19.6,0,0,0,1016,3.5,2018-01-05 02:30:00
19.6,0,0,0,1016,3.5,2018-01-05 03:30:00
19.5,0,0,0,1016,3.5,2018-01-05 04:30:00
19.3,0,0,0,1016,3.3,2018-01-05 05:30:00
19.3,0,0,0,1017,3.0,2018-01-05 06:30:00
20.1,120,29,38,1017,3.0,2018-01-05 07:30:00
21.2,493,86,219,1017,3.3,2018-01-05 08:30:00
21.9,663,116,407,1017,3.4,2018-01-05 09:30:00
22.4,132,335,410,1017,3.7,2018-01-05 10:30:00
22.7,778,147,652,1016,4.1,2018-01-05 11:30:00
22.9,786,153,683,1015,4.5,2018-01-05 12:30:00
22.9,708,176,631,1015,4.9,2018-01-05 13:30:00
22.7,638,170,524,1015,5.1,2018-01-05 14:30:00
22.3,522,149,368,1015,5.1,2018-01-05 15:30:00
21.6,319,103,181,1015,4.6,2018-01-05 16:30:00
20.9,14,17,18,1015,4.0,2018-01-05 17:30:00
20.4,0,0,0,1016,3.7,2018-01-05 18:30:00
20.2,0,0,0,1016,3.4,2018-01-05 19:30:00
20.0,0,0,0,1016,3.0,2018-01-05 20:30:00
19.9,0,0,0,1016,2.7,2018-01-05 21:30:00
20.0,0,0,0,1016,2.4,2018-01-05 22:30:00
20.0,0,0,0,1015,2.2,2018-01-05 23:30:00
20.0,0,0,0,1015,2.0,2018-01-06 00:30:00
19.8,0,0,0,1015,1.9,2018-01-06 01:30:00
19.6,0,0,0,1015,1.9,2018-01-06 02:30:00
19.4,0,0,0,1015,1.8,2018-01-06 03:30:00
19.3,0,0,0,1015,1.8,2018-01-06 04:30:00
19.0,0,0,0,1015,1.8,2018-01-06 05:30:00
18.9,0,0,0,1016,1.8,2018-01-06 06:30:00
19.3,51,29,33,1017,2.0,2018-01-06 07:30:00
20.2,147,158,197,1017,2.2,2018-01-06 08:30:00
21.2,600,137,401,1017,2.2,2018-01-06 09:30:00
22.2,711,153,558,1017,2.2,2018-01-06 10:30:00
23.0,762,161,657,1016,2.3,2018-01-06 11:30:00
23.5,240,400,562,1015,2.5,2018-01-06 12:30:00
23.8,758,161,649,1015,2.7,2018-01-06 13:30:00
23.8,705,152,546,1014,2.8,2018-01-06 14:30:00
23.5,596,133,385,1015,2.8,2018-01-06 15:30:00
22.6,4,117,118,1015,2.4,2018-01-06 16:30:00
21.5,26,19,21,1015,1.9,2018-01-06 17:30:00
21.2,0,0,0,1016,1.5,2018-01-06 18:30:00
21.2,0,0,0,1016,1.1,2018-01-06 19:30:00
21.2,0,0,0,1016,0.6,2018-01-06 20:30:00
21.1,0,0,0,1016,0.6,2018-01-06 21:30:00
20.6,0,0,0,1016,1.3,2018-01-06 22:30:00
20.0,0,0,0,1015,1.8,2018-01-06 23:30:00
19.5,0,0,0,1015,2.2,2018-01-07 00:30:00
19.2,0,0,0,1015,2.4,2018-01-07 01:30:00
18.9,0,0,0,1015,2.6,2018-01-07 02:30:00
18.7,0,0,0,1015,2.8,2018-01-07 03:30:00
18.6,0,0,0,1015,2.9,2018-01-07 04:30:00
18.5,0,0,0,1016,2.9,2018-01-07 05:30:00
18.6,0,0,0,1017,3.0,2018-01-07 06:30:00
19.4,19,26,27,1018,3.4,2018-01-07 07:30:00
20.7,295,119,198,1018,4.0,2018-01-07 08:30:00
21.9,179,274,352,1018,4.3,2018-01-07 09:30:00
23.1,201,356,471,1018,4.5,2018-01-07 10:30:00
23.9,189,412,536,1017,4.8,2018-01-07 11:30:00
24.3,191,430,560,1017,5.2,2018-01-07 12:30:00
24.3,773,152,652,1016,5.5,2018-01-07 13:30:00
24.1,698,152,543,1016,5.6,2018-01-07 14:30:00
23.6,565,138,378,1016,5.6,2018-01-07 15:30:00
22.7,334,102,186,1016,5.2,2018-01-07 16:30:00
21.9,13,19,19,1017,5.0,2018-01-07 17:30:00
21.5,0,0,0,1018,5.1,2018-01-07 18:30:00
21.3,0,0,0,1018,5.2,2018-01-07 19:30:00
21.0,0,0,0,1018,5.2,2018-01-07 20:30:00
20.8,0,0,0,1018,5.1,2018-01-07 21:30:00
20.5,0,0,0,1018,5.1,2018-01-07 22:30:00
20.3,0,0,0,1017,5.2,2018-01-07 23:30:00
20.1,0,0,0,1017,5.4,2018-01-08 00:30:00
20.0,0,0,0,1017,5.4,2018-01-08 01:30:00
19.8,0,0,0,1017,5.4,2018-01-08 02:30:00
19.6,0,0,0,1017,5.4,2018-01-08 03:30:00
19.5,0,0,0,1017,5.3,2018-01-08 04:30:00
19.3,0,0,0,1018,5.2,2018-01-08 05:30:00
19.4,0,0,0,1019,5.0,2018-01-08 06:30:00
20.2,58,30,34,1019,5.4,2018-01-08 07:30:00
21.3,0,32,32,1020,6.0,2018-01-08 08:30:00
21.8,363,211,370,1020,6.1,2018-01-08 09:30:00
22.1,512,240,533,1020,6.1,2018-01-08 10:30:00
22.3,509,275,607,1019,6.1,2018-01-08 11:30:00
22.4,219,331,480,1018,6.1,2018-01-08 12:30:00
22.3,613,188,586,1018,6.0,2018-01-08 13:30:00
22.0,422,245,482,1017,5.9,2018-01-08 14:30:00
21.7,151,220,285,1017,5.6,2018-01-08 15:30:00
21.0,15,111,114,1018,5.0,2018-01-08 16:30:00
20.3,0,16,16,1018,4.3,2018-01-08 17:30:00
19.9,0,0,0,1019,4.0,2018-01-08 18:30:00
19.6,0,0,0,1019,3.8,2018-01-08 19:30:00
19.4,0,0,0,1020,3.6,2018-01-08 20:30:00
19.3,0,0,0,1019,3.3,2018-01-08 21:30:00
19.3,0,0,0,1019,3.0,2018-01-08 22:30:00
19.4,0,0,0,1019,2.6,2018-01-08 23:30:00
19.3,0,0,0,1019,2.2,2018-01-09 00:30:00
19.2,0,0,0,1018,1.9,2018-01-09 01:30:00
19.2,0,0,0,1019,1.6,2018-01-09 02:30:00
19.2,0,0,0,1019,1.2,2018-01-09 03:30:00
19.2,0,0,0,1019,0.9,2018-01-09 04:30:00
19.2,0,0,0,1020,0.5,2018-01-09 05:30:00
19.2,0,0,0,1021,0.5,2018-01-09 06:30:00
19.6,0,27,27,1021,0.9,2018-01-09 07:30:00
20.4,350,107,201,1022,1.7,2018-01-09 08:30:00
21.1,540,148,386,1022,2.5,2018-01-09 09:30:00
21.6,641,171,538,1022,2.9,2018-01-09 10:30:00
22.0,698,180,636,1021,3.0,2018-01-09 11:30:00
22.3,721,180,671,1020,3.0,2018-01-09 12:30:00
22.5,707,175,635,1019,3.1,2018-01-09 13:30:00
22.6,667,160,537,1019,3.2,2018-01-09 14:30:00
22.5,573,135,382,1019,3.3,2018-01-09 15:30:00
21.9,385,96,195,1019,3.2,2018-01-09 16:30:00
21.2,39,22,24,1020,3.1,2018-01-09 17:30:00
20.7,0,0,0,1020,3.3,2018-01-09 18:30:00
20.5,0,0,0,1021,3.4,2018-01-09 19:30:00
20.3,0,0,0,1021,3.4,2018-01-09 20:30:00
20.1,0,0,0,1021,3.4,2018-01-09 21:30:00
19.8,0,0,0,1021,3.4,2018-01-09 22:30:00
19.5,0,0,0,1021,3.4,2018-01-09 23:30:00
19.2,0,0,0,1021,3.4,2018-01-10 00:30:00
19.0,0,0,0,1020,3.3,2018-01-10 01:30:00
18.9,0,0,0,1020,3.2,2018-01-10 02:30:00
18.8,0,0,0,1020,3.1,2018-01-10 03:30:00
18.7,0,0,0,1021,3.1,2018-01-10 04:30:00
18.7,0,0,0,1021,3.0,2018-01-10 05:30:00
18.8,0,0,0,1022,2.9,2018-01-10 06:30:00
19.6,76,29,34,1022,3.0,2018-01-10 07:30:00
20.9,162,152,196,1023,3.3,2018-01-10 08:30:00
22.0,162,258,329,1023,3.3,2018-01-10 09:30:00
22.7,215,327,450,1023,3.1,2018-01-10 10:30:00
23.1,223,375,521,1022,3.2,2018-01-10 11:30:00
23.3,796,151,695,1021,3.7,2018-01-10 12:30:00
23.2,760,158,654,1020,4.4,2018-01-10 13:30:00
22.9,717,146,553,1020,5.0,2018-01-10 14:30:00
22.4,623,126,395,1020,5.5,2018-01-10 15:30:00
21.6,436,91,204,1021,5.5,2018-01-10 16:30:00
20.8,61,24,28,1021,5.3,2018-01-10 17:30:00
20.4,0,0,0,1022,5.0,2018-01-10 18:30:00
20.2,0,0,0,1022,4.5,2018-01-10 19:30:00
19.9,0,0,0,1022,3.9,2018-01-10 20:30:00
19.7,0,0,0,1022,3.4,2018-01-10 21:30:00
19.5,0,0,0,1022,2.9,2018-01-10 22:30:00
19.4,0,0,0,1022,2.7,2018-01-10 23:30:00
19.3,0,0,0,1022,2.5,2018-01-11 00:30:00
19.2,0,0,0,1021,2.5,2018-01-11 01:30:00
19.1,0,0,0,1022,2.6,2018-01-11 02:30:00
19.1,0,0,0,1022,2.7,2018-01-11 03:30:00
19.1,0,0,0,1022,2.8,2018-01-11 04:30:00
19.1,0,0,0,1023,2.9,2018-01-11 05:30:00
19.2,0,0,0,1023,2.9,2018-01-11 06:30:00
20.1,209,26,40,1024,2.9,2018-01-11 07:30:00
21.4,617,65,231,1024,3.3,2018-01-11 08:30:00
22.1,785,84,431,1025,3.5,2018-01-11 09:30:00
22.5,841,103,586,1024,3.5,2018-01-11 10:30:00
22.7,886,108,691,1023,3.5,2018-01-11 11:30:00
22.8,900,109,726,1022,3.6,2018-01-11 12:30:00
22.7,876,112,686,1022,3.9,2018-01-11 13:30:00
22.5,834,105,581,1022,4.3,2018-01-11 14:30:00
22.1,749,93,419,1022,4.4,2018-01-11 15:30:00
21.3,572,71,221,1022,4.2,2018-01-11 16:30:00
20.4,153,24,34,1022,3.9,2018-01-11 17:30:00
20.0,0,0,0,1023,3.8,2018-01-11 18:30:00
19.8,0,0,0,1023,3.6,2018-01-11 19:30:00
19.6,0,0,0,1024,3.4,2018-01-11 20:30:00
19.5,0,0,0,1024,3.2,2018-01-11 21:30:00
19.5,0,0,0,1023,3.2,2018-01-11 22:30:00
19.4,0,0,0,1023,3.3,2018-01-11 23:30:00
19.3,0,0,0,1023,3.4,2018-01-12 00:30:00
19.1,0,0,0,1022,3.3,2018-01-12 01:30:00
19.0,0,0,0,1022,3.1,2018-01-12 02:30:00
19.0,0,0,0,1022,2.8,2018-01-12 03:30:00
19.1,0,0,0,1022,2.6,2018-01-12 04:30:00
19.2,0,0,0,1023,2.4,2018-01-12 05:30:00
19.4,0,0,0,1023,2.3,2018-01-12 06:30:00
20.1,232,26,42,1024,2.2,2018-01-12 07:30:00
21.2,641,65,237,1024,2.5,2018-01-12 08:30:00
22.1,802,83,438,1024,2.8,2018-01-12 09:30:00
22.7,885,92,601,1024,3.0,2018-01-12 10:30:00
23.0,919,97,702,1023,3.2,2018-01-12 11:30:00
23.1,929,99,737,1022,3.5,2018-01-12 12:30:00
23.1,932,91,704,1021,3.8,2018-01-12 13:30:00
22.9,896,86,599,1021,4.0,2018-01-12 14:30:00
22.5,818,77,435,1021,4.1,2018-01-12 15:30:00
21.6,659,59,233,1021,3.8,2018-01-12 16:30:00
20.7,251,23,39,1022,3.4,2018-01-12 17:30:00
20.1,0,0,0,1022,3.1,2018-01-12 18:30:00
19.8,0,0,0,1022,3.0,2018-01-12 19:30:00
19.5,0,0,0,1022,2.9,2018-01-12 20:30:00
19.3,0,0,0,1021,2.9,2018-01-12 21:30:00
19.2,0,0,0,1021,2.9,2018-01-12 22:30:00
19.0,0,0,0,1020,2.9,2018-01-12 23:30:00
19.0,0,0,0,1020,2.9,2018-01-13 00:30:00
18.9,0,0,0,1019,2.8,2018-01-13 01:30:00
19.0,0,0,0,1019,2.6,2018-01-13 02:30:00
19.1,0,0,0,1019,2.3,2018-01-13 03:30:00
19.3,0,0,0,1020,1.9,2018-01-13 04:30:00
19.4,0,0,0,1020,1.4,2018-01-13 05:30:00
19.3,0,0,0,1020,1.2,2018-01-13 06:30:00
19.6,279,24,43,1021,1.5,2018-01-13 07:30:00
20.5,670,59,240,1021,2.0,2018-01-13 08:30:00
21.5,821,77,441,1021,2.4,2018-01-13 09:30:00
22.2,873,93,597,1021,2.8,2018-01-13 10:30:00
22.6,223,371,518,1020,3.2,2018-01-13 11:30:00
22.9,906,106,730,1019,3.6,2018-01-13 12:30:00
23.0,865,117,688,1018,3.9,2018-01-13 13:30:00
22.8,815,113,582,1018,4.0,2018-01-13 14:30:00
22.4,719,103,420,1018,4.1,2018-01-13 15:30:00
21.5,533,79,221,1018,3.7,2018-01-13 16:30:00
20.6,128,27,35,1019,3.3,2018-01-13 17:30:00
20.1,0,0,0,1019,3.2,2018-01-13 18:30:00
19.8,0,0,0,1020,3.0,2018-01-13 19:30:00
19.6,0,0,0,1020,2.8,2018-01-13 20:30:00
19.4,0,0,0,1019,2.6,2018-01-13 21:30:00
19.2,0,0,0,1019,2.5,2018-01-13 22:30:00
19.1,0,0,0,1019,2.4,2018-01-13 23:30:00
19.0,0,0,0,1018,2.4,2018-01-14 00:30:00
19.0,0,0,0,1018,2.3,2018-01-14 01:30:00
19.1,0,0,0,1018,2.0,2018-01-14 02:30:00
19.2,0,0,0,1018,1.8,2018-01-14 03:30:00
19.4,0,0,0,1018,1.4,2018-01-14 04:30:00
19.4,0,0,0,1018,1.0,2018-01-14 05:30:00
19.5,0,0,0,1019,0.6,2018-01-14 06:30:00
19.8,0,29,29,1020,0.6,2018-01-14 07:30:00
20.5,557,78,228,1020,0.8,2018-01-14 08:30:00
21.1,742,99,429,1020,0.9,2018-01-14 09:30:00
21.7,844,107,595,1020,0.8,2018-01-14 10:30:00
22.2,889,111,700,1019,0.6,2018-01-14 11:30:00
22.7,906,111,736,1018,0.5,2018-01-14 12:30:00
23.0,865,121,693,1017,0.8,2018-01-14 13:30:00
23.1,823,114,590,1017,1.5,2018-01-14 14:30:00
22.9,736,101,427,1017,2.1,2018-01-14 15:30:00
22.0,560,77,228,1017,2.4,2018-01-14 16:30:00
20.9,163,27,38,1018,2.5,2018-01-14 17:30:00
20.2,0,0,0,1018,2.6,2018-01-14 18:30:00
19.8,0,0,0,1019,2.5,2018-01-14 19:30:00
19.5,0,0,0,1019,2.4,2018-01-14 20:30:00
19.3,0,0,0,1019,2.3,2018-01-14 21:30:00
19.1,0,0,0,1019,2.2,2018-01-14 22:30:00
19.1,0,0,0,1019,2.0,2018-01-14 23:30:00
19.1,0,0,0,1018,1.9,2018-01-15 00:30:00
19.1,0,0,0,1018,1.7,2018-01-15 01:30:00
19.1,0,0,0,1018,1.4,2018-01-15 02:30:00
19.0,0,0,0,1018,1.2,2018-01-15 03:30:00
18.8,0,0,0,1018,1.1,2018-01-15 04:30:00
18.5,0,0,0,1019,1.2,2018-01-15 05:30:00
18.3,0,0,0,1019,1.4,2018-01-15 06:30:00
18.8,160,27,39,1020,1.9,2018-01-15 07:30:00
19.8,1,117,117,1020,2.3,2018-01-15 08:30:00
20.7,17,208,216,1020,2.5,2018-01-15 09:30:00
21.5,20,272,284,1020,2.6,2018-01-15 10:30:00
22.1,87,377,434,1019,2.9,2018-01-15 11:30:00
22.4,824,149,720,1018,3.1,2018-01-15 12:30:00
22.5,812,146,685,1018,3.2,2018-01-15 13:30:00
22.3,768,136,582,1017,3.3,2018-01-15 14:30:00
22.0,681,119,424,1017,3.3,2018-01-15 15:30:00
21.1,503,89,226,1017,2.9,2018-01-15 16:30:00
20.1,121,30,39,1017,2.5,2018-01-15 17:30:00
19.6,0,0,0,1018,2.4,2018-01-15 18:30:00
19.3,0,0,0,1018,2.4,2018-01-15 19:30:00
19.2,0,0,0,1018,2.4,2018-01-15 20:30:00
19.1,0,0,0,1018,2.5,2018-01-15 21:30:00
19.0,0,0,0,1018,2.7,2018-01-15 22:30:00
18.9,0,0,0,1017,2.9,2018-01-15 23:30:00
18.8,0,0,0,1017,3.1,2018-01-16 00:30:00
18.7,0,0,0,1017,3.3,2018-01-16 01:30:00
18.6,0,0,0,1017,3.5,2018-01-16 02:30:00
18.6,0,0,0,1017,3.6,2018-01-16 03:30:00
18.6,0,0,0,1018,3.7,2018-01-16 04:30:00
18.6,0,0,0,1018,3.9,2018-01-16 05:30:00
18.8,0,0,0,1019,4.1,2018-01-16 06:30:00
19.9,124,30,39,1019,4.6,2018-01-16 07:30:00
21.3,497,90,225,1020,5.3,2018-01-16 08:30:00
22.2,658,126,419,1020,5.7,2018-01-16 09:30:00
22.8,736,148,576,1019,5.8,2018-01-16 10:30:00
23.3,781,159,679,1018,6.0,2018-01-16 11:30:00
23.6,804,158,717,1017,6.3,2018-01-16 12:30:00
23.6,774,163,679,1016,6.6,2018-01-16 13:30:00
23.3,736,148,577,1016,7.1,2018-01-16 14:30:00
22.8,662,124,422,1016,7.3,2018-01-16 15:30:00
21.9,504,90,229,1016,7.1,2018-01-16 16:30:00
21.1,132,31,41,1016,6.6,2018-01-16 17:30:00
20.5,0,0,0,1017,6.3,2018-01-16 18:30:00
20.1,0,0,0,1017,6.0,2018-01-16 19:30:00
19.8,0,0,0,1017,5.7,2018-01-16 20:30:00
19.6,0,0,0,1017,5.6,2018-01-16 21:30:00
19.3,0,0,0,1017,5.5,2018-01-16 22:30:00
19.1,0,0,0,1016,5.3,2018-01-16 23:30:00
18.9,0,0,0,1016,5.1,2018-01-17 00:30:00
18.7,0,0,0,1016,4.8,2018-01-17 01:30:00
18.5,0,0,0,1015,4.8,2018-01-17 02:30:00
18.4,0,0,0,1015,4.7,2018-01-17 03:30:00
18.3,0,0,0,1016,4.4,2018-01-17 04:30:00
18.2,0,0,0,1016,3.9,2018-01-17 05:30:00
18.4,0,0,0,1016,3.2,2018-01-17 06:30:00
19.4,0,29,29,1016,3.2,2018-01-17 07:30:00
20.5,127,155,190,1017,3.6,2018-01-17 08:30:00
21.2,135,261,321,1017,3.8,2018-01-17 09:30:00
21.6,73,339,382,1017,3.9,2018-01-17 10:30:00
21.9,184,401,524,1016,4.0,2018-01-17 11:30:00
22.0,138,420,517,1015,4.2,2018-01-17 12:30:00
22.0,210,390,531,1015,4.4,2018-01-17 13:30:00
21.9,199,341,458,1014,4.4,2018-01-17 14:30:00
21.5,20,220,230,1014,4.3,2018-01-17 15:30:00
20.8,4,122,123,1015,3.9,2018-01-17 16:30:00
20.0,122,32,41,1015,3.5,2018-01-17 17:30:00
19.4,0,0,0,1016,3.4,2018-01-17 18:30:00
19.1,0,0,0,1016,3.4,2018-01-17 19:30:00
18.8,0,0,0,1016,3.3,2018-01-17 20:30:00
18.5,0,0,0,1016,3.1,2018-01-17 21:30:00
18.3,0,0,0,1016,3.1,2018-01-17 22:30:00
18.1,0,0,0,1016,3.1,2018-01-17 23:30:00
17.9,0,0,0,1016,3.1,2018-01-18 00:30:00
17.8,0,0,0,1016,3.0,2018-01-18 01:30:00
17.7,0,0,0,1016,3.0,2018-01-18 02:30:00
17.6,0,0,0,1016,2.9,2018-01-18 03:30:00
17.6,0,0,0,1016,2.7,2018-01-18 04:30:00
17.6,0,0,0,1017,2.5,2018-01-18 05:30:00
17.8,0,0,0,1017,2.3,2018-01-18 06:30:00
18.5,0,27,27,1018,2.5,2018-01-18 07:30:00
19.6,21,151,157,1018,2.8,2018-01-18 08:30:00
20.4,232,250,355,1019,3.1,2018-01-18 09:30:00
20.9,217,331,458,1018,3.5,2018-01-18 10:30:00
21.2,832,137,695,1018,4.0,2018-01-18 11:30:00
21.5,838,143,730,1017,4.4,2018-01-18 12:30:00
21.5,807,148,691,1016,4.6,2018-01-18 13:30:00
21.4,747,145,585,1016,4.6,2018-01-18 14:30:00
21.2,639,134,425,1016,4.6,2018-01-18 15:30:00
20.6,457,100,229,1017,4.1,2018-01-18 16:30:00
19.9,92,35,42,1017,3.4,2018-01-18 17:30:00
19.4,0,0,0,1018,3.0,2018-01-18 18:30:00
19.3,0,0,0,1018,2.6,2018-01-18 19:30:00
19.3,0,0,0,1018,2.3,2018-01-18 20:30:00
19.3,0,0,0,1018,1.9,2018-01-18 21:30:00
19.5,0,0,0,1018,1.5,2018-01-18 22:30:00
19.5,0,0,0,1017,1.1,2018-01-18 23:30:00
19.5,0,0,0,1017,0.7,2018-01-19 00:30:00
19.4,0,0,0,1017,0.3,2018-01-19 01:30:00
19.1,0,0,0,1017,0.3,2018-01-19 02:30:00
18.7,0,0,0,1017,0.5,2018-01-19 03:30:00
18.3,0,0,0,1017,0.9,2018-01-19 04:30:00
17.8,0,0,0,1018,1.2,2018-01-19 05:30:00
17.4,0,0,0,1018,1.5,2018-01-19 06:30:00
17.9,113,29,37,1019,2.0,2018-01-19 07:30:00
18.9,515,86,227,1020,2.4,2018-01-19 08:30:00
20.3,702,112,428,1020,2.5,2018-01-19 09:30:00
21.5,810,121,596,1020,2.5,2018-01-19 10:30:00
22.3,855,128,703,1019,2.3,2018-01-19 11:30:00
22.8,875,129,745,1018,2.0,2018-01-19 12:30:00
23.1,881,119,715,1017,2.1,2018-01-19 13:30:00
23.1,842,112,612,1017,2.5,2018-01-19 14:30:00
22.7,762,99,449,1017,3.0,2018-01-19 15:30:00
21.7,594,78,247,1017,3.3,2018-01-19 16:30:00
20.5,198,32,49,1018,3.5,2018-01-19 17:30:00
19.8,0,0,0,1018,3.4,2018-01-19 18:30:00
19.6,0,0,0,1019,3.0,2018-01-19 19:30:00
19.4,0,0,0,1019,2.7,2018-01-19 20:30:00
19.2,0,0,0,1019,2.6,2018-01-19 21:30:00
18.8,0,0,0,1018,2.8,2018-01-19 22:30:00
18.4,0,0,0,1018,3.0,2018-01-19 23:30:00
18.0,0,0,0,1018,3.1,2018-01-20 00:30:00
17.7,0,0,0,1017,2.9,2018-01-20 01:30:00
17.6,0,0,0,1017,2.7,2018-01-20 02:30:00
17.5,0,0,0,1017,2.6,2018-01-20 03:30:00
17.4,0,0,0,1018,2.5,2018-01-20 04:30:00
17.1,0,0,0,1018,2.5,2018-01-20 05:30:00
17.1,0,0,0,1019,2.4,2018-01-20 06:30:00
17.7,82,30,36,1019,2.9,2018-01-20 07:30:00
18.9,443,99,221,1020,3.2,2018-01-20 08:30:00
